protocol_type,src_ip,dst_ip,src_port,dst_port,flag,src_bytes,dst_bytes,duration,count,label
tcp,192.168.1.31,192.168.1.190,46664,80,ACK,515,3229,0.001772,11,password
tcp,192.168.1.39,192.168.1.195,4839,4839,SYN,6200,0,0.182551,100,dos
udp,192.168.1.17,239.255.255.250,62261,1900,OTH,868,0,3.070086,4,normal
udp,192.168.1.190,192.42.93.30,11600,53,OTH,93,848,0.135167,2,injection
tcp,192.168.1.30,192.168.1.184,44336,443,SYN,144,76,0.000636,3,ddos
tcp,192.168.1.30,192.168.1.190,4975,4975,SYN,6200,6200,0.156905,200,dos
udp,192.168.1.180,192.168.1.190,36971,53,OTH,264,377,0.025224,4,ransomware
udp,192.168.1.79,192.168.1.255,33614,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,43769,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.195,52688,80,ACK,479,2313,0.02044,10,password
tcp,192.168.1.30,192.168.1.195,65220,38487,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.184,41440,443,SYN,144,76,3e-06,3,ddos
tcp,192.168.1.31,192.168.1.195,52070,80,ACK,473,1226,0.013026,9,password
udp,192.168.1.152,192.168.1.190,33195,53,OTH,218,386,0.000215,4,normal
other,192.168.1.195,224.0.0.252,0,0,OTH,1116,0,240.064302,18,password
tcp,192.168.1.35,192.168.1.195,38746,80,ACK,784,1576,0.025315,11,xss
udp,192.168.1.190,112.140.176.12,8556,53,OTH,105,321,0.024642,2,password
udp,192.168.1.79,192.168.1.255,38328,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.32,192.168.1.180,27747,46606,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.190,34410,80,SYN,144,76,5e-06,3,ddos
tcp,192.168.1.30,192.168.1.195,51095,25795,SYN,64,0,0.0,1,scanning
tcp,192.168.1.35,192.168.1.195,39134,80,ACK,784,1576,0.025073,11,xss
udp,192.168.1.190,192.228.79.201,56167,53,OTH,83,1211,0.203746,2,normal
tcp,192.168.1.30,192.168.1.184,44384,443,SYN,144,76,6e-06,3,ddos
tcp,192.168.1.31,192.168.1.184,53644,21,SYN,76,62,1.7e-05,2,password
udp,192.168.1.6,239.255.255.250,42642,1900,OTH,507,0,0.613536,3,injection
tcp,192.168.1.30,192.168.1.195,53064,20701,SYN,64,0,0.0,1,scanning
tcp,192.168.1.195,192.168.1.79,53112,9197,ACK,576,7065,0.017296,14,ransomware
tcp,192.168.1.30,192.168.1.190,54828,80,SYN,144,76,0.000262,3,ddos
tcp,192.168.1.30,192.168.1.184,48712,443,SYN,144,76,5.3e-05,3,ddos
udp,127.0.0.1,127.0.0.1,55097,53,OTH,156,361,0.000146,4,normal
tcp,192.168.1.32,192.168.1.180,43909,48390,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.180,62952,7544,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,38903,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.17,239.255.255.250,49291,1900,OTH,651,0,3.123049,3,normal
tcp,192.168.1.35,192.168.1.195,38956,80,ACK,764,1636,0.050555,12,xss
tcp,192.168.1.30,18.184.104.180,42078,80,ACK,674,13007,1.547314,17,injection
tcp,192.168.1.31,192.168.1.190,35464,21,ACK,1249,1278,9.657885,33,password
udp,192.168.1.79,192.168.1.255,33846,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.26.92.30,5835,53,OTH,85,806,0.067699,2,normal
tcp,192.168.1.32,192.168.1.180,46355,31242,SYN,64,0,0.0,1,scanning
other,192.168.1.195,224.0.0.251,0,0,OTH,868,0,86751.000282,14,normal
udp,192.168.1.190,193.108.88.128,46145,53,OTH,110,126,0.018228,2,normal
udp,192.168.1.180,192.168.1.190,36502,53,OTH,83,366,0.070741,2,injection
tcp,192.168.1.195,192.168.1.79,57451,9197,ACK,442,953,0.014286,10,dos
udp,192.168.1.39,192.168.1.1,58365,53,OTH,158,174,8e-06,4,xss
other,192.168.1.103,224.0.0.252,0,0,OTH,5580,0,89764.060266,90,normal
udp,192.168.1.79,192.168.1.255,56617,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,203.14.169.3,64574,53,OTH,89,271,0.013768,2,injection
tcp,192.168.1.35,192.168.1.190,50500,80,ACK,6735,2877,0.168551,16,xss
udp,192.168.1.79,192.168.1.255,54839,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.190,59354,80,SYN,144,76,0.000359,3,ddos
udp,192.168.1.190,40.90.4.2,63497,53,OTH,117,168,0.040481,2,normal
udp,192.168.1.79,192.168.1.255,52507,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.152,49046,80,ACK,807,3856,0.088812,11,injection
tcp,192.168.1.30,192.168.1.190,57860,80,SYN,144,76,0.004049,3,ddos
udp,192.168.1.192,192.168.1.190,39315,53,OTH,156,361,0.000338,4,normal
udp,192.168.1.79,239.255.255.250,36566,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,192.168.1.79,52287,9197,ACK,442,706,0.04282,10,normal
tcp,192.168.1.30,192.168.1.193,37946,21,SYN,76,62,1.8e-05,2,password
tcp,192.168.1.195,192.168.1.195,4966,4966,SYN,7440,0,0.2791,120,dos
udp,127.0.0.1,127.0.0.1,46315,53,OTH,156,361,0.000227,4,normal
udp,192.168.1.30,192.168.1.1,42953,53,OTH,81,97,0.005856,2,dos
udp,192.168.1.152,192.168.1.190,41974,53,OTH,218,386,0.000235,4,normal
udp,192.168.1.152,91.189.89.199,56495,123,OTH,92,92,0.311153,2,normal
tcp,192.168.1.30,192.168.1.184,46012,443,ACK,1554,7981,0.15842,20,ddos
tcp,192.168.1.30,192.168.1.184,46114,443,SYN,144,76,0.000122,3,ddos
udp,192.168.1.79,192.168.1.255,45629,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.195,48455,59512,OTH,366,0,0.0,1,dos
udp,192.168.1.39,192.168.1.1,53596,53,OTH,158,174,0.003747,4,xss
tcp,192.168.1.35,192.168.1.190,50792,80,ACK,3726,1852,0.175934,13,xss
tcp,192.168.1.31,192.168.1.180,47264,2598,SYN,64,0,0.0,1,scanning
tcp,192.168.1.31,192.168.1.190,47080,80,ACK,662,2335,0.011112,12,injection
udp,192.168.1.190,72.246.46.67,10097,53,OTH,87,115,0.223268,2,password
udp,192.168.1.190,199.7.68.1,59065,53,OTH,89,213,0.012074,2,password
udp,192.168.1.79,192.168.1.255,35890,15600,OTH,79,0,0.0,1,normal
udp,127.0.0.1,127.0.0.1,48094,53,OTH,156,361,0.000176,4,normal
udp,192.168.1.190,208.84.2.53,60310,53,OTH,95,123,0.014107,2,normal
tcp,192.168.1.31,52.59.177.21,38538,80,ACK,637,13007,1.640867,18,injection
tcp,192.168.1.180,199.15.83.22,50954,43,ACK,291,295,0.051183,8,password
udp,192.168.1.79,239.255.255.250,36663,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,216.239.36.10,49292,53,OTH,100,116,0.158181,2,normal
tcp,192.168.1.32,192.168.1.195,9262,747,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,193.108.88.128,6318,53,OTH,110,126,0.094633,2,normal
udp,192.168.1.30,192.168.1.1,53151,53,OTH,79,111,0.002508,2,dos
udp,127.0.0.1,127.0.0.1,44326,53,OTH,156,361,0.000206,4,normal
udp,192.168.1.79,239.255.255.250,40133,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,199.7.91.13,14985,53,OTH,93,772,0.013856,2,password
tcp,192.168.1.39,176.28.50.165,41364,80,ACK,3105,660,1.083437,12,xss
udp,172.17.1.248,224.0.0.251,5353,5353,OTH,164,0,0.0,2,normal
tcp,192.168.1.32,192.168.1.180,64236,47986,SYN,64,0,0.0,1,scanning
udp,192.168.1.152,192.168.1.190,40107,53,OTH,218,386,0.000244,4,normal
tcp,192.168.1.32,192.168.1.180,49494,8650,SYN,64,0,0.0,1,scanning
udp,192.168.1.152,192.168.1.190,36802,53,OTH,172,620,0.181608,4,normal
tcp,192.168.1.30,192.168.1.180,37467,49274,SYN,64,0,0.0,1,scanning
tcp,192.168.1.31,192.168.1.195,38200,80,ACK,479,2313,0.020014,10,password
udp,192.168.1.79,239.255.255.250,57062,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,91.189.89.199,39987,123,OTH,92,92,0.519453,2,normal
tcp,192.168.1.31,192.168.1.195,39374,80,ACK,473,1226,0.006759,9,password
tcp,192.168.1.30,192.168.1.190,58520,80,SYN,144,76,2.4e-05,3,ddos
udp,127.0.0.1,127.0.0.1,36099,53,OTH,156,361,0.000172,4,normal
tcp,192.168.1.39,35.156.66.156,4840,4840,SYN,12400,0,0.225355,200,dos
tcp,192.168.1.184,192.168.1.184,8080,4971,SYN,7440,0,0.221368,120,dos
tcp,192.168.1.35,192.168.1.195,38936,80,ACK,741,2969,0.067142,12,xss
tcp,192.168.1.30,192.168.1.180,63378,146,SYN,64,0,0.0,1,scanning
tcp,192.168.1.31,176.28.50.165,45020,80,ACK,625,2382,1.665852,12,injection
tcp,192.168.1.195,192.168.1.79,50023,7678,ACK,504,2059,0.011122,11,injection
udp,192.168.1.79,192.168.1.255,48696,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.184,53852,21,SYN,76,62,2.3e-05,2,password
tcp,192.168.1.30,192.168.1.184,42154,443,SYN,144,76,1.2e-05,3,ddos
tcp,192.168.1.30,192.168.1.180,56627,25084,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.184,46182,443,SYN,144,76,2.2e-05,3,ddos
tcp,192.168.1.35,176.28.50.165,46116,80,ACK,2235,660,1.113193,12,xss
tcp,192.168.1.35,192.168.1.190,50136,80,ACK,3057,1585,0.133957,11,xss
udp,192.168.1.79,192.168.1.255,36211,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.190,46562,80,ACK,515,3510,0.001944,12,password
udp,192.168.1.79,239.255.255.250,57517,15600,OTH,158,0,88233.855568,2,normal
udp,192.168.1.190,13.107.4.1,24487,53,OTH,94,122,0.034309,2,normal
udp,192.168.1.79,239.255.255.250,56044,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.195,192.168.1.190,51344,53,OTH,93,277,0.446487,2,normal
tcp,192.168.1.30,192.168.1.190,59110,80,SYN,144,76,0.000252,3,ddos
udp,192.168.1.79,192.168.1.255,32902,15600,OTH,79,0,0.0,1,normal
other,172.17.13.148,224.0.0.252,0,0,OTH,224,0,1.116044,4,normal
tcp,192.168.1.32,192.168.1.180,5557,12008,SYN,64,0,0.0,1,scanning
tcp,192.168.1.184,192.168.1.184,8080,4972,SYN,7440,0,0.209429,120,dos
udp,192.168.1.152,192.168.1.190,58134,53,OTH,218,386,0.000301,4,normal
udp,192.168.1.79,239.255.255.250,58532,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,44858,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,34088,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,52.59.177.21,35954,80,ACK,637,13007,1.54195,18,injection
tcp,192.168.1.31,176.28.50.165,45696,80,ACK,622,2912,0.978342,12,injection
tcp,192.168.1.39,192.168.1.152,4835,4835,SYN,6200,0,0.186673,100,dos
udp,192.168.1.190,91.189.95.3,48421,53,OTH,89,233,0.30777,2,normal
tcp,192.168.1.39,176.28.50.165,41484,80,ACK,762,594,0.999498,10,xss
udp,192.168.1.31,192.168.1.1,39122,53,OTH,81,97,0.002654,2,dos
tcp,192.168.1.31,192.168.1.195,38082,80,ACK,479,2313,0.020814,10,password
tcp,192.168.1.30,192.168.1.184,4969,4969,SYN,6200,6200,0.230058,200,dos
udp,192.168.1.190,13.107.160.4,40137,53,OTH,92,178,0.192743,2,normal
tcp,192.168.1.32,192.168.1.180,4203,881,SYN,64,0,0.0,1,scanning
tcp,192.168.1.39,18.194.169.124,41000,80,ACK,696,928,1.123164,10,xss
tcp,192.168.1.32,192.168.1.195,40978,63769,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,38302,15600,OTH,79,0,0.0,1,dos
udp,172.17.0.3,192.168.1.190,37213,53,OTH,160,746,0.000633,4,password
tcp,192.168.1.35,176.28.50.165,46132,80,ACK,2382,660,1.129027,12,xss
udp,192.168.1.180,220.158.215.21,123,123,OTH,368,368,205.035973,8,password
tcp,192.168.1.30,192.168.1.184,41354,443,SYN,144,76,5e-06,3,ddos
udp,192.168.1.79,239.255.255.250,57835,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.195,60129,52155,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,42863,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,42813,53,OTH,218,386,0.000241,4,normal
tcp,192.168.1.30,192.168.1.152,4966,4966,SYN,6200,6200,0.194505,200,dos
tcp,192.168.1.35,52.28.231.150,39228,80,ACK,654,404,0.99022,10,xss
tcp,192.168.1.30,18.184.104.180,42270,80,ACK,753,13007,1.495286,18,injection
tcp,192.168.1.30,192.168.1.195,58305,44657,SYN,64,0,0.0,1,scanning
udp,192.168.1.152,192.168.1.190,58312,53,OTH,218,386,0.000265,4,normal
tcp,192.168.1.193,192.168.1.79,50305,9197,ACK,596,519,0.01892,10,injection
tcp,192.168.1.30,192.168.1.184,43702,443,SYN,144,76,0.00034,3,ddos
udp,192.168.1.17,224.0.0.252,49192,5355,OTH,132,0,0.408127,2,normal
udp,192.168.1.195,192.168.1.190,54328,53,OTH,78,206,0.000787,2,injection
tcp,192.168.1.30,192.168.1.195,44402,16944,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,192.168.1.255,58773,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.30,192.168.1.1,42690,53,OTH,79,111,0.002191,2,dos
udp,192.168.1.79,239.255.255.250,44076,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.46,224.0.0.252,54850,5355,OTH,77,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,54357,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,47972,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.195,192.168.1.190,49927,53,OTH,83,173,0.111871,2,normal
udp,192.168.1.79,239.255.255.250,54261,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,49287,15600,OTH,79,0,0.0,1,normal
udp,127.0.0.1,127.0.0.1,38159,53,OTH,156,361,0.000222,4,normal
other,172.17.14.46,224.0.0.251,0,0,OTH,56,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,43685,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.195,13.107.3.128,52203,443,ACK,1396,1052,62.323224,14,normal
udp,192.168.1.79,192.168.1.255,34510,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.33.4.12,38691,53,OTH,72,1141,0.187779,2,normal
udp,192.168.1.79,192.168.1.255,59186,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.35,192.168.1.195,39158,80,ACK,750,3047,0.235058,11,xss
udp,192.168.1.79,192.168.1.255,50580,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,60601,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,46538,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,192.168.1.255,57816,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,49960,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.79,239.255.255.250,49599,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,43582,53,OTH,178,562,0.668229,4,normal
tcp,192.168.1.31,192.168.1.152,49346,80,ACK,601,3924,0.059129,12,injection
udp,192.168.1.152,192.168.1.190,51387,53,OTH,218,386,0.000363,4,normal
udp,192.168.1.180,129.250.35.250,123,123,OTH,828,828,137.86202,18,injection
tcp,192.168.1.195,192.168.1.152,49871,1880,PSH,61692,836191,413.263679,2305,injection
tcp,192.168.1.30,192.168.1.184,47792,443,SYN,144,76,4e-06,3,ddos
udp,192.168.1.152,192.168.1.190,58486,53,OTH,218,386,0.00023,4,normal
tcp,192.168.1.195,192.168.1.79,53101,7678,ACK,475,2047,0.010967,11,ransomware
tcp,192.168.1.180,199.15.83.22,42562,43,ACK,287,287,0.052617,8,ransomware
tcp,192.168.1.30,192.168.1.190,60250,80,SYN,144,76,0.000324,3,ddos
udp,192.168.1.79,239.255.255.250,50989,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.152,192.168.1.152,4966,4966,SYN,7440,0,0.282763,120,dos
udp,192.168.1.190,199.7.91.13,10463,53,OTH,145,825,0.032211,2,password
udp,192.168.1.79,192.168.1.255,38836,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.31,192.168.1.152,50498,80,ACK,631,3924,0.005579,14,password
udp,192.168.1.79,192.168.1.255,52674,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.39,192.168.1.1,55102,53,OTH,158,174,0.002772,4,xss
udp,192.168.1.79,192.168.1.255,34770,15600,OTH,79,0,0.0,1,injection
udp,192.168.1.79,239.255.255.250,58014,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.30,192.168.1.1,46310,53,OTH,81,97,0.00248,2,dos
udp,192.168.1.79,192.168.1.255,42575,15600,OTH,79,0,0.0,1,injection
tcp,192.168.1.32,192.168.1.180,23016,490,SYN,64,0,0.0,1,scanning
udp,192.168.1.79,239.255.255.250,52878,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.36.148.17,24011,53,OTH,84,1215,0.072891,2,normal
udp,192.168.1.152,192.168.1.190,44513,53,OTH,218,386,0.000291,4,normal
udp,192.168.1.190,203.83.159.1,35847,53,OTH,81,383,0.238707,2,password
udp,192.168.1.190,192.33.4.12,58707,53,OTH,72,1141,0.181406,2,normal
udp,192.168.1.79,239.255.255.250,36527,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.193,192.168.1.255,138,138,OTH,1246,0,3599.919935,5,normal
tcp,192.168.1.31,192.168.1.152,40472,21,SYN,76,62,0.000486,2,password
udp,192.168.1.39,192.168.1.1,41683,53,OTH,158,174,0.003181,4,xss
tcp,192.168.1.30,192.168.1.184,43788,443,SYN,144,76,1e-05,3,ddos
tcp,192.168.1.39,52.28.231.150,56652,80,ACK,667,404,1.011591,10,xss
udp,192.168.1.152,192.168.1.190,39069,53,OTH,218,386,0.000193,4,normal
udp,192.168.1.79,192.168.1.255,44269,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.180,192.168.1.190,60343,53,OTH,82,463,0.000681,2,password
tcp,192.168.1.32,192.168.1.180,49890,57240,SYN,64,0,0.0,1,scanning
tcp,192.168.1.30,192.168.1.184,44780,443,SYN,144,76,0.000253,3,ddos
udp,192.168.1.35,192.168.1.1,53326,53,OTH,158,174,0.005246,4,xss
udp,192.168.1.152,192.168.1.190,50385,53,OTH,218,386,0.000239,4,normal
udp,192.168.1.79,239.255.255.250,56183,15600,OTH,79,0,0.0,1,injection
tcp,192.168.1.195,192.168.1.79,49984,9197,ACK,442,2136,0.026166,11,injection
tcp,192.168.1.39,176.28.50.165,4840,4840,SYN,12400,0,0.212522,200,dos
udp,192.168.1.79,192.168.1.255,46925,15600,OTH,79,0,0.0,1,normal
tcp,192.168.1.30,192.168.1.190,59174,80,SYN,144,76,8e-06,3,ddos
udp,192.168.1.152,192.168.1.190,44190,53,OTH,218,386,0.000307,4,normal
udp,192.168.1.79,192.168.1.255,37871,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.152,192.168.1.190,52724,53,OTH,89,360,0.497818,2,normal
udp,192.168.1.190,192.0.36.252,20703,53,OTH,96,285,0.177806,2,password
tcp,192.168.1.30,192.168.1.190,53558,80,SYN,144,76,0.00067,3,ddos
tcp,192.168.1.35,176.28.50.165,47478,80,ACK,3186,660,1.129678,12,xss
tcp,192.168.1.31,192.168.1.195,52312,80,ACK,470,766,0.026531,9,password
tcp,192.168.1.30,192.168.1.184,43442,443,SYN,144,76,0.001584,3,ddos
udp,192.168.1.31,192.168.1.1,33589,53,OTH,79,111,0.002208,2,dos
tcp,192.168.1.30,192.168.1.180,25585,10927,SYN,64,0,0.0,1,scanning
tcp,192.168.1.35,192.168.1.195,38720,80,ACK,740,1576,0.040456,11,xss
tcp,192.168.1.39,176.28.50.165,41762,80,ACK,2211,660,1.163199,12,xss
tcp,192.168.1.30,192.168.1.184,42406,443,SYN,144,76,4e-06,3,ddos
udp,192.168.1.79,192.168.1.255,55959,15600,OTH,79,0,0.0,1,normal
udp,192.168.1.190,192.5.5.241,37927,53,OTH,84,729,0.011988,2,password
tcp,192.168.1.32,192.168.1.195,48867,44559,SYN,64,0,0.0,1,scanning
udp,192.168.1.190,204.160.105.155,5584,53,OTH,94,186,0.274025,2,normal
udp,192.168.1.79,239.255.255.250,44018,15600,OTH,79,0,0.0,1,normal
udp,127.0.0.1,127.0.0.1,51633,53,OTH,156,361,0.000215,4,normal
tcp,192.168.1.193,117.18.237.29,49174,80,ACK,60,66,0.026902,2,ransomware
tcp,192.168.1.35,192.168.1.195,38602,80,ACK,731,1576,0.022635,11,xss
udp,192.168.1.152,192.168.1.190,35971,53,OTH,218,386,0.000343,4,normal
udp,192.168.1.190,208.78.70.31,2721,53,OTH,120,256,0.116254,2,normal
tcp,192.168.1.30,192.168.1.194,57686,21,ACK,1249,1278,9.744137,33,password
tcp,192.168.1.30,192.168.1.195,46702,80,ACK,465,1226,0.008837,9,password
tcp,192.168.1.30,192.168.1.184,43224,443,SYN,144,76,1.7e-05,3,ddos
tcp,192.168.1.31,192.168.1.152,40466,80,ACK,495,3924,0.003058,12,password
tcp,192.168.1.31,192.168.1.190,47700,80,ACK,598,2335,0.011394,11,injection
udp,192.168.1.152,192.168.1.190,37013,53,OTH,218,386,0.000282,4,normal
tcp,192.168.1.195,192.168.1.1,50191,41952,ACK,536,4450,0.02883,13,injection
tcp,192.168.1.195,192.168.1.79,59666,9197,ACK,469,3886,0.018727,12,xss
